id,fecha,producto,unidades,precio,subtotal,tasa_iva,iva,total,departamento
1176,1/7/19,Otros,5,424,2120,22%,466.4,2586.4,Paysandú
1177,2/2/19,Bebidas,6,271,1626,22%,357.72,1983.72,San José
1178,21/8/19,Higiene,8,259,2072,22%,455.84,2527.84,Cerro Largo
1179,18/3/20,Higiene,5,159,795,22%,174.9,969.9,Flores
1180,26/3/20,Bebidas,3,248,744,0%,0,744,Lavalleja
1181,12/10/19,Otros,6,64,384,10%,38.4,422.4,Durazno
1182,8/7/19,Otros,1,217,217,22%,47.74,264.74,Soriano
1183,20/6/19,Higiene,9,283,2547,22%,560.34,3107.34,Colonia
1184,12/8/20,Bebidas,2,174,348,10%,34.8,382.8,Flores
1185,22/2/20,Limpieza,10,241,2410,10%,241,2651,Canelones
1186,25/7/19,Limpieza,4,253,1012,22%,222.64,1234.64,Tacuarembó
1187,7/1/20,Higiene,6,35,210,10%,21,231,Río Negro
1188,21/10/19,Limpieza,10,241,2410,10%,241,2651,Salto
1189,12/1/20,Alimentos,3,181,543,0%,0,543,Artigas
1190,20/4/20,Higiene,1,239,239,10%,23.9,262.9,Durazno
1191,9/7/20,Limpieza,3,452,1356,0%,0,1356,Colonia
1192,17/1/19,Higiene,3,261,783,22%,172.26,955.26,Salto
1193,10/6/20,Bebidas,4,123,492,22%,108.24,600.24,Artigas
1194,24/3/19,Bebidas,5,468,2340,0%,0,2340,Florida
1195,12/7/20,Otros,7,259,1813,0%,0,1813,Rivera
1196,22/9/20,Bebidas,3,166,498,0%,0,498,Montevideo
1197,2/7/19,Higiene,6,335,2010,22%,442.2,2452.2,Lavalleja
1198,5/3/20,Bebidas,4,28,112,10%,11.2,123.2,Paysandú
1199,22/9/20,Alimentos,2,454,908,10%,90.8,998.8,Flores
1200,9/9/19,Higiene,3,70,210,10%,21,231,Salto
1201,20/10/19,Higiene,6,351,2106,10%,210.6,2316.6,Colonia
1202,23/1/19,Alimentos,9,123,1107,0%,0,1107,Río Negro
1203,6/2/19,Alimentos,6,442,2652,10%,265.2,2917.2,Lavalleja
1204,10/10/19,Bebidas,4,396,1584,22%,348.48,1932.48,Lavalleja
1205,17/2/20,Higiene,2,458,916,10%,91.6,1007.6,Salto
1206,1/2/19,Higiene,1,174,174,10%,17.4,191.4,Salto
1207,11/1/20,Otros,8,202,1616,0%,0,1616,Flores
1208,19/3/19,Limpieza,4,235,940,0%,0,940,Salto
1209,1/1/20,Bebidas,1,158,158,10%,15.8,173.8,Montevideo
1210,8/2/20,Bebidas,7,456,3192,0%,0,3192,Rocha
1211,12/6/19,Bebidas,8,161,1288,22%,283.36,1571.36,Artigas
1212,15/5/19,Otros,10,153,1530,0%,0,1530,Cerro Largo
1213,28/2/20,Alimentos,1,241,241,0%,0,241,Cerro Largo
1214,7/1/20,Bebidas,5,169,845,0%,0,845,Durazno
1215,1/7/20,Otros,9,114,1026,22%,225.72,1251.72,Paysandú
1216,11/10/19,Otros,6,54,324,10%,32.4,356.4,Maldonado
1217,27/5/20,Alimentos,5,469,2345,22%,515.9,2860.9,San José
1218,10/3/19,Bebidas,4,448,1792,0%,0,1792,San José
1219,5/3/20,Limpieza,9,159,1431,22%,314.82,1745.82,Colonia
1220,2/4/19,Bebidas,8,139,1112,10%,111.2,1223.2,Flores
1221,26/1/19,Bebidas,9,67,603,0%,0,603,Rocha
1222,29/12/19,Alimentos,3,469,1407,22%,309.54,1716.54,Río Negro
1223,12/5/20,Alimentos,6,157,942,22%,207.24,1149.24,Durazno
1224,2/8/19,Otros,7,431,3017,10%,301.7,3318.7,Cerro Largo
1225,5/7/19,Higiene,9,326,2934,22%,645.48,3579.48,Maldonado
1226,9/1/20,Higiene,9,223,2007,10%,200.7,2207.7,Montevideo
1227,13/5/19,Alimentos,5,484,2420,10%,242,2662,Florida
1228,17/10/19,Bebidas,2,380,760,0%,0,760,Rivera
1229,20/1/19,Bebidas,5,91,455,10%,45.5,500.5,Lavalleja
1230,11/5/19,Higiene,7,58,406,22%,89.32,495.32,Durazno
1231,28/8/19,Bebidas,4,488,1952,22%,429.44,2381.44,Paysandú
1232,30/11/19,Otros,5,412,2060,22%,453.2,2513.2,Rocha
1233,30/1/20,Bebidas,9,15,135,0%,0,135,Río Negro
1234,26/4/19,Limpieza,7,419,2933,22%,645.26,3578.26,Rocha
1235,4/6/20,Limpieza,5,280,1400,22%,308,1708,Durazno
1236,13/11/19,Higiene,3,462,1386,0%,0,1386,Colonia
1237,22/11/19,Limpieza,8,113,904,10%,90.4,994.4,Florida
1238,28/1/19,Otros,1,120,120,0%,0,120,Maldonado
1239,29/7/19,Bebidas,10,379,3790,22%,833.8,4623.8,Florida
1240,10/5/19,Alimentos,1,108,108,10%,10.8,118.8,Rivera
1241,11/5/20,Higiene,10,477,4770,22%,1049.4,5819.4,Rocha
1242,13/8/20,Bebidas,10,435,4350,10%,435,4785,Artigas
1243,4/10/19,Otros,6,122,732,0%,0,732,Salto
1244,9/2/20,Alimentos,1,289,289,0%,0,289,Maldonado
1245,15/7/20,Limpieza,3,153,459,0%,0,459,Durazno
1246,11/3/20,Higiene,7,115,805,22%,177.1,982.1,San José
1247,24/7/20,Limpieza,10,202,2020,22%,444.4,2464.4,Montevideo
1248,5/7/19,Limpieza,7,141,987,0%,0,987,Rocha
1249,9/5/20,Otros,1,344,344,10%,34.4,378.4,Lavalleja
1250,10/6/19,Limpieza,7,327,2289,0%,0,2289,Maldonado
1251,19/1/20,Bebidas,9,194,1746,0%,0,1746,Canelones
1252,7/11/19,Limpieza,7,208,1456,0%,0,1456,Paysandú
1253,8/7/19,Alimentos,10,77,770,0%,0,770,Salto
1254,17/2/19,Otros,7,459,3213,22%,706.86,3919.86,Colonia
1255,16/1/20,Higiene,3,271,813,0%,0,813,Soriano
1256,19/1/20,Alimentos,3,193,579,10%,57.9,636.9,San José
1257,5/8/19,Alimentos,10,435,4350,22%,957,5307,Río Negro
1258,12/2/19,Bebidas,6,27,162,0%,0,162,Soriano
1259,18/9/20,Higiene,5,240,1200,10%,120,1320,Colonia
1260,2/7/19,Higiene,10,55,550,22%,121,671,Salto
1261,10/3/19,Alimentos,10,339,3390,10%,339,3729,Florida
1262,31/5/20,Higiene,1,333,333,22%,73.26,406.26,Soriano
1263,15/9/19,Otros,1,346,346,0%,0,346,Rivera
1264,27/8/20,Bebidas,5,27,135,22%,29.7,164.7,Flores
1265,10/1/19,Higiene,4,88,352,22%,77.44,429.44,Cerro Largo
1266,3/5/19,Bebidas,6,422,2532,10%,253.2,2785.2,Cerro Largo
1267,7/3/19,Alimentos,2,323,646,22%,142.12,788.12,Tacuarembó
1268,10/3/20,Higiene,8,374,2992,10%,299.2,3291.2,Treinta y Tres
1269,26/9/20,Limpieza,2,499,998,10%,99.8,1097.8,Cerro Largo
1270,16/1/20,Alimentos,7,378,2646,0%,0,2646,Soriano
1271,14/1/20,Limpieza,10,152,1520,22%,334.4,1854.4,Montevideo
1272,14/3/19,Alimentos,5,108,540,10%,54,594,Río Negro
1273,19/1/19,Otros,7,333,2331,10%,233.1,2564.1,Treinta y Tres
1274,7/5/19,Otros,2,368,736,0%,0,736,Maldonado
1275,13/4/20,Bebidas,8,31,248,0%,0,248,Rivera
1276,7/9/19,Otros,1,235,235,0%,0,235,Río Negro
1277,7/10/19,Otros,5,329,1645,0%,0,1645,Montevideo
1278,12/9/19,Higiene,4,317,1268,0%,0,1268,San José
1279,12/7/19,Otros,3,374,1122,22%,246.84,1368.84,Salto
1280,20/8/20,Alimentos,3,313,939,10%,93.9,1032.9,Cerro Largo
1281,17/6/19,Bebidas,10,294,2940,22%,646.8,3586.8,Montevideo
1282,29/1/20,Alimentos,9,480,4320,10%,432,4752,Artigas
1283,25/5/20,Alimentos,8,245,1960,22%,431.2,2391.2,Paysandú
1284,31/7/19,Otros,10,129,1290,0%,0,1290,Treinta y Tres
1285,13/4/20,Otros,9,466,4194,10%,419.4,4613.4,Colonia
1286,6/7/20,Limpieza,1,23,23,0%,0,23,Colonia
1287,20/4/20,Bebidas,6,44,264,0%,0,264,Rocha
1288,10/9/20,Otros,4,427,1708,0%,0,1708,Canelones
1289,17/11/19,Alimentos,10,243,2430,0%,0,2430,Lavalleja
1290,6/9/19,Otros,6,437,2622,22%,576.84,3198.84,Paysandú
1291,15/2/19,Otros,5,347,1735,10%,173.5,1908.5,San José
1292,13/8/19,Otros,7,16,112,10%,11.2,123.2,Colonia
1293,19/8/19,Limpieza,5,476,2380,10%,238,2618,Florida
1294,2/4/20,Limpieza,7,79,553,0%,0,553,San José
1295,25/7/19,Otros,9,147,1323,10%,132.3,1455.3,Cerro Largo
1296,17/10/19,Otros,8,382,3056,22%,672.32,3728.32,Soriano
1297,20/8/20,Alimentos,7,15,105,10%,10.5,115.5,Río Negro
1298,19/2/19,Bebidas,9,382,3438,10%,343.8,3781.8,Tacuarembó
1299,14/10/19,Otros,9,185,1665,10%,166.5,1831.5,Lavalleja
1300,3/6/20,Higiene,3,48,144,0%,0,144,Canelones
1301,25/2/19,Limpieza,9,10,90,22%,19.8,109.8,San José
1302,21/9/19,Alimentos,6,500,3000,22%,660,3660,Lavalleja
1303,14/1/20,Otros,8,446,3568,22%,784.96,4352.96,Tacuarembó
1304,24/5/20,Higiene,7,491,3437,0%,0,3437,Rivera
1305,25/2/20,Alimentos,5,416,2080,0%,0,2080,Maldonado
1306,21/8/20,Bebidas,2,496,992,0%,0,992,Soriano
1307,20/3/20,Alimentos,7,178,1246,0%,0,1246,Artigas
1308,24/8/19,Otros,2,192,384,0%,0,384,Flores
1309,23/7/19,Limpieza,1,163,163,22%,35.86,198.86,Canelones
1310,8/4/20,Otros,8,69,552,22%,121.44,673.44,Treinta y Tres
1311,17/8/20,Alimentos,2,331,662,22%,145.64,807.64,Cerro Largo
1312,12/7/20,Higiene,4,304,1216,22%,267.52,1483.52,Rivera
1313,16/6/19,Limpieza,7,358,2506,0%,0,2506,Durazno
1314,29/6/20,Otros,9,79,711,0%,0,711,Flores
1315,21/1/20,Otros,9,203,1827,0%,0,1827,Flores
1316,3/9/19,Higiene,9,243,2187,0%,0,2187,Tacuarembó
1317,14/11/19,Higiene,5,220,1100,0%,0,1100,Tacuarembó
1318,23/9/19,Otros,8,195,1560,22%,343.2,1903.2,Rivera
1319,7/6/19,Otros,10,121,1210,10%,121,1331,Flores
1320,17/4/20,Limpieza,1,117,117,10%,11.7,128.7,Canelones
1321,20/2/19,Higiene,5,82,410,0%,0,410,Lavalleja
1322,31/12/19,Bebidas,2,266,532,22%,117.04,649.04,Rocha
1323,22/6/20,Otros,8,139,1112,22%,244.64,1356.64,Paysandú
1324,24/9/19,Higiene,10,470,4700,10%,470,5170,Soriano
1325,20/6/20,Otros,9,434,3906,0%,0,3906,Lavalleja
1326,3/6/20,Limpieza,10,153,1530,0%,0,1530,Tacuarembó
1327,20/12/19,Bebidas,9,240,2160,22%,475.2,2635.2,Rocha
1328,29/8/19,Limpieza,3,437,1311,0%,0,1311,Tacuarembó
1329,8/7/20,Bebidas,1,460,460,22%,101.2,561.2,Lavalleja
1330,27/2/19,Limpieza,8,352,2816,0%,0,2816,Lavalleja
1331,27/2/20,Otros,10,223,2230,22%,490.6,2720.6,Paysandú
1332,25/9/19,Bebidas,7,465,3255,10%,325.5,3580.5,Canelones
1333,8/6/19,Bebidas,9,40,360,10%,36,396,Río Negro
1334,27/3/19,Otros,9,65,585,10%,58.5,643.5,Florida
1335,17/1/20,Otros,1,61,61,10%,6.1,67.1,Cerro Largo
1336,25/4/19,Bebidas,10,447,4470,22%,983.4,5453.4,Flores
1337,31/7/19,Limpieza,2,373,746,22%,164.12,910.12,Paysandú
1338,14/3/19,Limpieza,2,104,208,0%,0,208,Rocha
1339,18/8/20,Limpieza,7,266,1862,0%,0,1862,Lavalleja
1340,11/3/19,Higiene,10,372,3720,0%,0,3720,Colonia
1341,10/10/19,Alimentos,4,375,1500,22%,330,1830,Treinta y Tres
1342,2/10/19,Alimentos,8,232,1856,10%,185.6,2041.6,Rivera
1343,23/3/20,Higiene,4,170,680,22%,149.6,829.6,Paysandú
1344,18/1/20,Bebidas,8,197,1576,10%,157.6,1733.6,Montevideo
1345,19/5/19,Higiene,4,405,1620,22%,356.4,1976.4,Tacuarembó
1346,24/5/20,Alimentos,8,69,552,22%,121.44,673.44,Paysandú
1347,19/3/19,Higiene,4,388,1552,22%,341.44,1893.44,Flores
1348,16/9/20,Alimentos,3,391,1173,10%,117.3,1290.3,Tacuarembó
1349,8/9/20,Otros,3,77,231,10%,23.1,254.1,Flores
1350,15/12/19,Otros,5,218,1090,0%,0,1090,Paysandú
1351,10/7/20,Limpieza,1,445,445,22%,97.9,542.9,Montevideo
1352,2/3/19,Otros,10,389,3890,0%,0,3890,Salto
1353,29/8/19,Bebidas,3,472,1416,22%,311.52,1727.52,San José
1354,23/9/20,Bebidas,6,250,1500,22%,330,1830,Salto
1355,25/7/20,Higiene,5,172,860,22%,189.2,1049.2,Maldonado
1356,8/4/19,Otros,8,66,528,10%,52.8,580.8,Rivera
1357,4/2/20,Otros,9,348,3132,22%,689.04,3821.04,Lavalleja
1358,12/8/19,Bebidas,5,106,530,22%,116.6,646.6,Maldonado
1359,22/1/19,Otros,10,457,4570,10%,457,5027,Río Negro
1360,6/3/20,Higiene,5,98,490,22%,107.8,597.8,Cerro Largo
1361,25/5/20,Otros,5,132,660,0%,0,660,Treinta y Tres
1362,23/7/19,Bebidas,4,209,836,10%,83.6,919.6,Montevideo
1363,5/9/19,Higiene,6,265,1590,10%,159,1749,Canelones
1364,19/4/19,Higiene,4,249,996,0%,0,996,Maldonado
1365,27/8/20,Limpieza,3,242,726,10%,72.6,798.6,Rivera
1366,27/8/19,Otros,9,299,2691,22%,592.02,3283.02,Río Negro
1367,7/6/20,Otros,5,443,2215,0%,0,2215,Artigas
1368,19/4/20,Limpieza,2,140,280,22%,61.6,341.6,Maldonado
1369,23/2/19,Alimentos,2,286,572,10%,57.2,629.2,San José
1370,9/2/20,Limpieza,5,387,1935,0%,0,1935,Durazno
1371,12/4/19,Otros,3,261,783,22%,172.26,955.26,Colonia
1372,6/3/19,Higiene,10,303,3030,0%,0,3030,Florida
1373,7/2/20,Otros,5,104,520,0%,0,520,Treinta y Tres
1374,29/3/20,Limpieza,8,345,2760,10%,276,3036,Tacuarembó
1375,4/9/19,Limpieza,6,326,1956,10%,195.6,2151.6,Soriano
1376,17/8/19,Limpieza,9,397,3573,0%,0,3573,Río Negro
1377,14/3/19,Otros,7,52,364,10%,36.4,400.4,Durazno
1378,29/6/19,Limpieza,8,149,1192,0%,0,1192,Artigas
1379,14/8/20,Bebidas,3,491,1473,0%,0,1473,Soriano
1380,14/8/19,Alimentos,10,420,4200,10%,420,4620,Artigas
1381,26/8/20,Bebidas,7,357,2499,0%,0,2499,Durazno
1382,23/8/19,Higiene,6,76,456,22%,100.32,556.32,Paysandú
1383,31/5/20,Alimentos,1,361,361,22%,79.42,440.42,Treinta y Tres
1384,19/4/19,Higiene,4,256,1024,22%,225.28,1249.28,Florida
1385,21/6/20,Bebidas,10,488,4880,10%,488,5368,Salto
1386,7/3/19,Limpieza,8,325,2600,10%,260,2860,Treinta y Tres
1387,13/7/20,Bebidas,10,43,430,10%,43,473,Cerro Largo
1388,2/3/20,Alimentos,7,411,2877,10%,287.7,3164.7,Salto
1389,30/3/19,Alimentos,3,378,1134,10%,113.4,1247.4,Salto
1390,29/4/20,Limpieza,3,16,48,0%,0,48,Canelones
1391,20/7/19,Otros,4,322,1288,0%,0,1288,Tacuarembó
1392,29/9/19,Bebidas,10,110,1100,22%,242,1342,Durazno
1393,2/12/19,Alimentos,7,347,2429,0%,0,2429,Salto
1394,16/4/19,Alimentos,6,251,1506,10%,150.6,1656.6,Florida
1395,20/3/19,Otros,2,322,644,22%,141.68,785.68,Flores
1396,22/8/20,Otros,10,288,2880,22%,633.6,3513.6,Canelones
1397,13/8/19,Otros,8,11,88,0%,0,88,Florida
1398,14/2/20,Higiene,6,157,942,10%,94.2,1036.2,San José
1399,17/7/19,Higiene,2,195,390,10%,39,429,Salto
1400,5/3/20,Bebidas,1,386,386,0%,0,386,Tacuarembó
1401,3/5/19,Bebidas,8,435,3480,0%,0,3480,Tacuarembó
1402,13/1/19,Otros,9,472,4248,22%,934.56,5182.56,Rivera
1403,14/6/20,Higiene,9,28,252,10%,25.2,277.2,Río Negro
1404,30/5/20,Alimentos,8,458,3664,22%,806.08,4470.08,Florida
1405,6/4/19,Alimentos,10,333,3330,22%,732.6,4062.6,Artigas
1406,11/4/20,Higiene,9,152,1368,10%,136.8,1504.8,Soriano
1407,22/9/19,Alimentos,5,315,1575,22%,346.5,1921.5,Montevideo
1408,27/11/19,Otros,9,185,1665,0%,0,1665,Durazno
1409,28/1/19,Limpieza,1,148,148,22%,32.56,180.56,Rivera
1410,11/2/19,Limpieza,10,50,500,10%,50,550,Treinta y Tres
1411,15/6/20,Alimentos,3,189,567,0%,0,567,Soriano
1412,20/10/19,Higiene,1,58,58,22%,12.76,70.76,Rocha
1413,16/8/19,Alimentos,9,71,639,0%,0,639,Maldonado
1414,19/6/19,Bebidas,2,399,798,22%,175.56,973.56,Lavalleja
1415,10/9/20,Alimentos,1,419,419,0%,0,419,Río Negro
1416,30/3/19,Alimentos,2,200,400,22%,88,488,Durazno
1417,30/5/19,Alimentos,4,281,1124,22%,247.28,1371.28,Soriano
1418,20/4/19,Higiene,8,168,1344,22%,295.68,1639.68,Rocha
1419,25/1/20,Bebidas,3,264,792,10%,79.2,871.2,Lavalleja
1420,11/5/19,Bebidas,10,270,2700,22%,594,3294,Flores
1421,27/9/20,Bebidas,3,371,1113,22%,244.86,1357.86,Florida
1422,26/2/19,Limpieza,4,344,1376,10%,137.6,1513.6,Lavalleja
1423,13/10/19,Otros,9,167,1503,22%,330.66,1833.66,Soriano
1424,13/11/19,Alimentos,4,44,176,0%,0,176,Treinta y Tres
1425,2/2/20,Higiene,3,260,780,10%,78,858,Flores
1426,22/11/19,Otros,9,134,1206,0%,0,1206,Canelones
1427,14/9/19,Higiene,7,233,1631,22%,358.82,1989.82,Montevideo
1428,13/2/20,Limpieza,3,91,273,22%,60.06,333.06,Río Negro
1429,28/3/20,Higiene,5,451,2255,22%,496.1,2751.1,Durazno
1430,7/1/19,Otros,3,385,1155,0%,0,1155,Artigas
1431,21/11/19,Bebidas,4,196,784,22%,172.48,956.48,Tacuarembó
1432,17/3/20,Limpieza,6,112,672,10%,67.2,739.2,Tacuarembó
1433,24/7/19,Higiene,9,222,1998,0%,0,1998,Treinta y Tres
1434,16/12/19,Limpieza,7,254,1778,22%,391.16,2169.16,Colonia
1435,28/11/19,Limpieza,9,222,1998,22%,439.56,2437.56,Río Negro
1436,6/7/20,Higiene,10,64,640,22%,140.8,780.8,Salto
1437,27/7/20,Limpieza,1,197,197,10%,19.7,216.7,Artigas
1438,17/11/19,Otros,6,320,1920,22%,422.4,2342.4,Tacuarembó
1439,10/8/20,Limpieza,9,271,2439,10%,243.9,2682.9,San José
1440,8/3/19,Alimentos,3,29,87,0%,0,87,Montevideo
1441,29/3/20,Otros,8,49,392,0%,0,392,Canelones
1442,13/7/20,Bebidas,5,242,1210,0%,0,1210,Rivera
1443,21/1/19,Bebidas,3,91,273,0%,0,273,Río Negro
1444,24/5/20,Limpieza,2,251,502,0%,0,502,Rocha
1445,23/7/20,Bebidas,1,295,295,0%,0,295,Montevideo
1446,17/6/20,Otros,1,488,488,0%,0,488,Soriano
1447,9/4/20,Otros,10,479,4790,22%,1053.8,5843.8,Artigas
1448,15/8/20,Alimentos,10,53,530,22%,116.6,646.6,San José
1449,28/8/20,Higiene,9,232,2088,22%,459.36,2547.36,Durazno
1450,24/5/19,Limpieza,10,174,1740,22%,382.8,2122.8,Durazno
1451,23/6/19,Alimentos,8,167,1336,0%,0,1336,Paysandú
1452,19/1/19,Higiene,7,346,2422,0%,0,2422,Maldonado
1453,1/6/20,Otros,10,147,1470,0%,0,1470,Rocha
1454,2/9/19,Limpieza,3,250,750,10%,75,825,Canelones
1455,31/3/19,Alimentos,1,232,232,0%,0,232,Salto
1456,29/6/19,Bebidas,1,236,236,22%,51.92,287.92,San José
1457,9/8/20,Limpieza,9,352,3168,0%,0,3168,Paysandú
1458,11/8/20,Bebidas,5,299,1495,22%,328.9,1823.9,Colonia
1459,15/3/20,Limpieza,5,86,430,0%,0,430,Flores
1460,24/4/20,Higiene,2,288,576,0%,0,576,Montevideo
1461,13/2/19,Bebidas,4,487,1948,10%,194.8,2142.8,Flores
1462,5/7/20,Higiene,5,82,410,22%,90.2,500.2,Río Negro
1463,20/4/19,Alimentos,2,390,780,0%,0,780,Durazno
1464,15/5/20,Limpieza,3,178,534,10%,53.4,587.4,San José
1465,21/7/19,Alimentos,5,239,1195,0%,0,1195,Lavalleja
1466,11/9/19,Higiene,10,262,2620,0%,0,2620,Rivera
1467,25/1/19,Bebidas,6,31,186,22%,40.92,226.92,Soriano
1468,11/5/19,Bebidas,2,413,826,0%,0,826,Artigas
1469,21/1/20,Otros,8,403,3224,10%,322.4,3546.4,Lavalleja
1470,25/1/20,Bebidas,5,230,1150,0%,0,1150,Soriano
1471,3/8/19,Otros,4,349,1396,22%,307.12,1703.12,Florida
1472,6/2/20,Otros,10,274,2740,22%,602.8,3342.8,Montevideo
1473,2/8/20,Higiene,5,116,580,22%,127.6,707.6,Lavalleja
1474,2/5/20,Alimentos,1,147,147,10%,14.7,161.7,Salto
1475,4/1/19,Limpieza,8,308,2464,10%,246.4,2710.4,Montevideo
1476,3/5/19,Alimentos,10,437,4370,0%,0,4370,Durazno
1477,25/6/20,Limpieza,5,314,1570,0%,0,1570,Río Negro
1478,13/12/19,Higiene,1,246,246,22%,54.12,300.12,Paysandú
1479,17/5/20,Alimentos,1,369,369,22%,81.18,450.18,Durazno
1480,12/11/19,Otros,8,355,2840,10%,284,3124,Paysandú
1481,20/10/19,Bebidas,4,433,1732,10%,173.2,1905.2,Maldonado
1482,26/9/20,Limpieza,9,123,1107,0%,0,1107,Rocha
1483,26/7/20,Limpieza,7,185,1295,10%,129.5,1424.5,Paysandú
1484,31/7/20,Limpieza,2,95,190,10%,19,209,Paysandú
1485,19/2/19,Bebidas,4,343,1372,10%,137.2,1509.2,Canelones
1486,28/1/20,Higiene,4,158,632,0%,0,632,Colonia
1487,12/1/19,Otros,4,313,1252,0%,0,1252,Colonia
1488,23/8/20,Higiene,9,18,162,0%,0,162,Flores
1489,6/4/19,Otros,6,102,612,10%,61.2,673.2,Montevideo
1490,6/9/19,Bebidas,6,384,2304,0%,0,2304,Tacuarembó
1491,2/9/19,Alimentos,2,356,712,10%,71.2,783.2,Durazno
1492,15/1/20,Higiene,1,191,191,22%,42.02,233.02,Lavalleja
1493,10/12/19,Otros,2,15,30,0%,0,30,Artigas
1494,16/6/20,Otros,4,469,1876,22%,412.72,2288.72,Florida
1495,26/7/20,Otros,10,350,3500,0%,0,3500,Río Negro
1496,6/2/20,Bebidas,8,200,1600,0%,0,1600,Durazno
1497,9/1/20,Alimentos,3,158,474,10%,47.4,521.4,Tacuarembó
1498,26/5/19,Alimentos,7,239,1673,0%,0,1673,Rocha
1499,10/6/20,Alimentos,10,153,1530,22%,336.6,1866.6,Soriano
1500,19/3/20,Limpieza,1,197,197,0%,0,197,Durazno
1501,11/3/20,Limpieza,4,13,52,0%,0,52,Rivera
1502,7/5/20,Otros,1,431,431,22%,94.82,525.82,Salto
1503,5/8/20,Alimentos,6,358,2148,10%,214.8,2362.8,Montevideo
1504,26/2/19,Limpieza,1,65,65,0%,0,65,Tacuarembó
1505,27/3/19,Higiene,5,33,165,0%,0,165,Rocha
1506,2/10/19,Otros,5,133,665,22%,146.3,811.3,Cerro Largo
1507,16/6/19,Higiene,8,467,3736,0%,0,3736,Canelones
1508,13/6/19,Alimentos,9,413,3717,0%,0,3717,San José
1509,5/9/19,Alimentos,2,240,480,0%,0,480,Tacuarembó
1510,2/4/20,Alimentos,2,127,254,22%,55.88,309.88,Tacuarembó
1511,8/3/20,Alimentos,6,492,2952,0%,0,2952,Rivera
1512,27/7/19,Limpieza,9,47,423,10%,42.3,465.3,Colonia
1513,20/8/20,Otros,8,450,3600,0%,0,3600,San José
1514,23/11/19,Limpieza,10,35,350,22%,77,427,Florida
1515,15/1/19,Otros,8,102,816,10%,81.6,897.6,Montevideo
1516,3/9/19,Higiene,4,318,1272,0%,0,1272,Florida
1517,4/9/20,Higiene,7,181,1267,22%,278.74,1545.74,Flores
1518,1/4/20,Otros,9,387,3483,22%,766.26,4249.26,Soriano
1519,4/5/19,Otros,8,357,2856,10%,285.6,3141.6,Río Negro
1520,3/9/19,Higiene,2,48,96,0%,0,96,Salto
1521,14/4/19,Otros,10,179,1790,0%,0,1790,Rocha
1522,8/10/19,Limpieza,2,273,546,10%,54.6,600.6,Colonia
1523,18/1/19,Bebidas,3,435,1305,10%,130.5,1435.5,Cerro Largo
1524,14/3/20,Otros,3,163,489,22%,107.58,596.58,Rivera
1525,7/6/19,Higiene,8,375,3000,22%,660,3660,Florida
1526,16/1/19,Higiene,6,256,1536,0%,0,1536,Rocha
1527,11/1/20,Alimentos,1,369,369,22%,81.18,450.18,Durazno
1528,11/6/19,Higiene,8,490,3920,10%,392,4312,Treinta y Tres
1529,26/6/20,Limpieza,7,242,1694,10%,169.4,1863.4,Canelones
1530,9/8/20,Otros,5,308,1540,10%,154,1694,Colonia
1531,15/3/20,Higiene,10,99,990,0%,0,990,Treinta y Tres
1532,1/10/19,Alimentos,3,332,996,0%,0,996,Canelones
1533,18/6/19,Limpieza,6,183,1098,22%,241.56,1339.56,San José
1534,12/8/20,Limpieza,3,445,1335,0%,0,1335,San José
1535,23/8/19,Limpieza,10,140,1400,10%,140,1540,Montevideo
1536,26/4/19,Higiene,10,54,540,0%,0,540,Soriano
1537,21/3/19,Limpieza,7,90,630,0%,0,630,Cerro Largo
1538,7/7/20,Limpieza,4,318,1272,22%,279.84,1551.84,Rivera
1539,12/1/19,Alimentos,6,411,2466,22%,542.52,3008.52,Salto
1540,4/8/19,Higiene,5,375,1875,0%,0,1875,Colonia
1541,7/12/19,Otros,1,375,375,0%,0,375,Canelones
1542,12/12/19,Higiene,2,368,736,0%,0,736,Rocha
1543,17/6/20,Higiene,4,320,1280,0%,0,1280,Paysandú
1544,5/2/19,Bebidas,5,213,1065,22%,234.3,1299.3,San José
1545,15/11/19,Bebidas,5,196,980,10%,98,1078,Canelones
1546,3/7/20,Otros,8,319,2552,10%,255.2,2807.2,Salto
1547,8/11/19,Higiene,8,457,3656,10%,365.6,4021.6,Río Negro
1548,16/1/20,Otros,7,184,1288,0%,0,1288,Río Negro
1549,19/2/19,Limpieza,2,488,976,10%,97.6,1073.6,Lavalleja
1550,5/7/20,Higiene,9,153,1377,22%,302.94,1679.94,Río Negro
1551,4/2/19,Limpieza,1,126,126,22%,27.72,153.72,Rocha
1552,2/2/20,Bebidas,4,207,828,10%,82.8,910.8,Río Negro
1553,12/12/19,Limpieza,1,109,109,10%,10.9,119.9,Montevideo
1554,28/8/19,Otros,8,412,3296,0%,0,3296,Paysandú
1555,1/4/20,Bebidas,1,349,349,10%,34.9,383.9,Lavalleja
1556,20/11/19,Limpieza,10,494,4940,10%,494,5434,Lavalleja
1557,25/5/20,Bebidas,10,126,1260,10%,126,1386,Lavalleja
1558,3/12/19,Otros,3,307,921,0%,0,921,Tacuarembó
1559,27/1/19,Bebidas,3,315,945,10%,94.5,1039.5,Treinta y Tres
1560,12/7/19,Alimentos,7,256,1792,10%,179.2,1971.2,Lavalleja
1561,23/9/20,Otros,8,207,1656,0%,0,1656,Lavalleja
1562,3/1/20,Higiene,3,414,1242,10%,124.2,1366.2,San José
